nodo_id,artista,grado_total,grado_entrada,grado_salida,intermediacion,cercania,pagerank,followers,hub_score,authority_score,comunidad
2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,31,1,30,0.035078267636407166,0.34065934065934067,0.0038600234797780573,6766742.0,0.23915652726989395,0.0018068497879448525,13
1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,23,8,15,0.05284437261181445,0.4492753623188406,0.005588527553598376,7541436.0,0.04975163152446823,0.03380344204113557,0
2R21vXR83lH98kGeO99Y66,Anuel AA,21,1,20,0.005342551854179761,0.31,0.0038478993775272535,40725868.0,0.08303046771271329,0.001796341754523056,7
3bvfu2KAve4lPHrhEFDZna,Lola Indigo,20,5,15,0.06441241906358185,0.5961538461538461,0.005768084022578504,1465255.0,0.07888683739241781,0.006714120323345005,0
0GgY7hjMoGDsX8ZDe2mwds,Soolking,19,10,9,0.031882214440353975,0.4696969696969697,0.009233705023504651,5863174.0,0.011777089970764995,0.00874140984055564,24
2OhUNb01gLwygOizYvTm0e,Big One,18,1,17,0.0023944209990721618,0.3163265306122449,0.003676423730746091,754757.0,0.0761484797132715,0.0030150089177201135,0
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,16,2,14,0.004594295291969711,0.0,0.0038399643888293927,37946338.0,0.053676381725078444,0.008046755474075448,7
2O8vbr4RYPpk6MRA4fio7u,SAIKO,16,5,11,0.027760318457992875,0.44285714285714284,0.005310537505783235,1597683.0,0.01549511024765996,0.005835188633740077,8
52iwsT98xCoGgiGntTiR7K,Quevedo,14,5,9,0.029952710185268325,0.44285714285714284,0.00516884654547435,5610673.0,0.02964201284373921,0.012364297525358496,7
1pi7nGhOM7PTHR5YEgXVGq,Villano Antillano,13,2,11,0.003875968992248062,0.40789473684210525,0.004003029570809926,318484.0,0.027578964778561733,0.007795646475543766,1
7vXDAI8JwjW531ouMGbfcp,TINI,13,3,10,0.003594125687148943,0.41333333333333333,0.004186855272671918,8740898.0,0.02972018325300284,0.012410336252972061,0
2GlEiSHYEKlq9cUYDa9oZb,Lynda,13,1,12,0.0039819720052278185,0.31313131313131315,0.003840386666487847,855185.0,0.0052123854686257146,0.0007263987760543206,24
0FwnPHExlRRxEZPLAi5tmG,JC Reyes,12,1,11,0.003771213073538655,0.31,0.0037701408357533146,1124794.0,0.0056827566619638515,0.0009390223827086936,8
6TKygPpVT29oGUogu4J9Ec,Yan Block,12,1,11,0.004175271617132082,0.31,0.0037701408357533146,480282.0,0.004558173939503932,0.0009390223827086936,8
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,12,4,8,0.039567807009667465,0.41333333333333333,0.004708501000801529,14732648.0,0.02981540928173162,0.0225719566392584,13
0zO8yNnw5GQgutcIyXfGBY,ELENA ROSE,12,1,11,0.003970748156794669,0.31313131313131315,0.003676423730746091,205854.0,0.025360713910667756,0.0030150089177201135,3
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,11,1,10,0.002761066714555087,0.31313131313131315,0.003676423730746091,11474740.0,0.050364651738049326,0.0030150089177201135,7
2CCgb0KApjfQDuTppovpf8,Rvfv,11,2,9,0.0029606017978111004,0.41333333333333333,0.004557955677923142,838564.0,0.009697632125458731,0.005494343424317406,24
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,10,3,7,0.023592529406482893,0.32978723404255317,0.004514528695532909,23664334.0,0.03925685891841281,0.01744675521191623,13
0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,10,1,9,0.002693723623956182,0.31313131313131315,0.003676423730746091,8143569.0,0.030585107407467716,0.0030150089177201135,0
0IEzMvarfVycBJAXjjEZOL,La Pantera,10,1,9,0.0037113525485618507,0.31,0.0038478993775272535,75647.0,0.007692252822219114,0.001796341754523056,20
64KEffDW9EtZ1y2vBYgq8T,Marshmello,10,1,9,0.0032474334799916195,0.29523809523809524,0.0038600234797780573,34113924.0,0.015166890165606088,0.0018068497879448525,14
0GOx72r5AAEKRGQFn3xqXK,GIMS,9,4,5,0.00132940249219319,0.4305555555555556,0.0059948350243831,5747998.0,0.005839719813739001,0.0067168710663535304,24
5gqmbbfjcikQBzPB5Hv13I,Gazo,9,2,7,0.001898576317180968,0.3263157894736842,0.004697689250073874,3608217.0,0.006038630935037203,0.0010827393550843294,24
6Q3ske8DX705YojfAgidez,Came Beats,9,1,8,0.0032474334799916195,0.31,0.0037701408357533146,12481.0,0.0034983746159544626,0.0009390223827086936,32
4ZPLdCBeYJBAjsLTWRcZEs,Emkal,9,2,7,0.010468608143026747,0.43661971830985913,0.0039583763247538735,95419.0,0.011986539752395569,0.005096514408269698,24
2ptKt4yP4mYRZmvi09JYyi,Timal,8,1,7,0.0020075723564095655,0.3333333333333333,0.003840386666487847,1326191.0,0.00608954024535053,0.0007263987760543206,24
6t7U7sYlVCtlMWzbecJcHd,Dhurata Dora,8,1,7,0.0027835144114213882,0.3229166666666667,0.004231349837859307,466373.0,0.005057010653940269,0.0007137058664937539,29
3zWMcT8MOIAnQMbGFmMFun,Unleaded,8,1,7,0.0017282232398511468,0.3229166666666667,0.004231349837859307,7086.0,0.006491872543124058,0.0007137058664937539,24
7eLcDZDYHXZCebtQmVFL25,Aitana,7,1,6,0.02087635808566041,0.32978723404255317,0.0038478993775272535,3196889.0,0.01892258060861518,0.001796341754523056,3
7CUFPNi1TU8RowpnFRSsZV,Niska,7,1,6,0.0014788043857811301,0.3229166666666667,0.004231349837859307,5832152.0,0.00597024888853818,0.0007137058664937539,24
4sbXXFzEWJY2zsZjelerjX,Dadju,6,2,4,0.0007278042161763091,0.3333333333333333,0.004503381161651137,7126420.0,0.008186781930862008,0.0010295827169397994,24
4ixNZvQuuzCDxBsxO9zE6L,Gonzy,6,1,5,0.0013917572057106941,0.31,0.0037701408357533146,129236.0,0.0036621811411649413,0.0009390223827086936,8
790FomKkXshlbRYZFtlgla,KAROL G,4,4,0,0.0,0.0,0.004353958058117734,54986768.0,-0.0,0.02457411602833224,7
7xNYY1Zkb1vks5m9ATlJok,Naza,4,4,0,0.0,0.0,0.00521042556280792,1714166.0,-0.0,0.0014401299388540408,24
0AqlFI0tz2DsEoJlKSIiT9,Emilia,4,4,0,0.0,0.0,0.004563337600548245,4241976.0,-0.0,0.011284272094165508,0
