"id","label","followers","genres","popularity","image_url"
"6GMYJwaziB4ekv1Y6wCDWS","Soulja Boy","2252112","","69","https://i.scdn.co/image/ab6761610000e5eb40fbebe8dee2989b9f4efe9d"
"0EmeFodog0BfCgMzAIvKQp","Shakira","36948513","latin pop, latin","87","https://i.scdn.co/image/ab6761610000e5eb2528c726e5ddb90a7197e527"
"6sq1yF0OZEWA4xoXVKW1L9","Alejandro Fernández","8164871","mariachi, ranchera, latin pop, bolero","76","https://i.scdn.co/image/ab6761610000e5eb452691cfa37fdd5b3417ed0d"
"28DInKJA1f9LhVK1LqMaHW","Los Visitantes","21111","argentine rock","27","https://i.scdn.co/image/ab67616d0000b2738c7b189a41229420c755b2aa"
"7oARdGGrQgcrHL1iwOdAav","Rudy Pérez","2366","","32","https://i.scdn.co/image/ab6761610000e5ebecf8366ffdcbbff9e4578d85"
"2CeSpJpSDU42CUgPdGfyo0","Thug Slime","251219","trap","49","https://i.scdn.co/image/ab6761610000e5eb7f5a3385b6704c904c2207ad"
"3K5AWAZhXhIpFHICufMsDn","Blackkey and Gousse","15","","11",""
"3Isy6kedDrgPYoTS1dazA9","Sean Paul","5054839","dancehall","81","https://i.scdn.co/image/ab6761610000e5eb60c3e9abe7327c0097738f22"
"2ht3wxeT69CzyKFChNnNAB","Big Boi","451292","southern hip hop","54","https://i.scdn.co/image/ab6761610000e5eb7f3c0dffb5229c8734ff60b2"
"7Dnu2NmddNymEI2LMZVH5v","Sleepy Brown","41843","","56","https://i.scdn.co/image/ab6761610000e5eb8363b7f2bc77943132c81cfc"
"2wIVse2owClT7go1WT98tk","Missy Elliott","2617229","hip hop","71","https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c"
"19y5MFBH7gohEdGwKM7QsP","Luther Vandross","3506248","quiet storm, soul","66","https://i.scdn.co/image/ab6761610000e5ebc609e4ef97e896a2b32b1473"
"1GVenmuuAtusi17LY6FvgI","Skilla Baby","212330","","57","https://i.scdn.co/image/ab6761610000e5ebc4f5bc676a7bdd0ad6e7bb04"
"08hBcrecIIDELlHMmASzp0","Bob Taylor","1140","exotica, rockabilly","49","https://i.scdn.co/image/ab67616d0000b27378cfcbde4a6ff5808ec9acb1"
"757aE44tKEUQEqRuT6GnEB","Roddy Ricch","11260334","melodic rap","77","https://i.scdn.co/image/ab6761610000e5eb88d7900663b237167c4be332"
"1t22AdiJ8P9eXOnoJ8xPJT","YTB Fatt","184636","","57","https://i.scdn.co/image/ab6761610000e5eb9c39182e2684ad8378c01701"
"1ZbmerOthZbxz5eR3c9Mn1","Icewear Vezzo","250653","","56","https://i.scdn.co/image/ab6761610000e5ebdfb2de94433e1296830bbfb0"
"1iwUuIOKYjV7SKIg27v4zi","Real Boston Richey","268342","","64","https://i.scdn.co/image/ab6761610000e5ebf7a8a7693bbaf40f3aec5f6b"
"5QdEbQJ3ylBnc3gsIASAT5","G Herbo","2285256","drill","69","https://i.scdn.co/image/ab6761610000e5eb1a620eb0a042b4430d340757"
"4r63FhuTkUYltbVAg5TQnk","DaBaby","12510553","","78","https://i.scdn.co/image/ab6761610000e5ebbd6918901c1714560669f570"
"6Xgp2XMz1fhVYe7i6yNAax","Trippie Redd","10349299","melodic rap","80","https://i.scdn.co/image/ab6761610000e5ebf2db81b3312a1f167fc54096"
"4PNHuWkk4ee6R8WEhFVPf5","NoCap","1403184","","64","https://i.scdn.co/image/ab6761610000e5ebcfe87496e824428c11c00a36"
"30bCJGAVNB4s6UkQy8a87a","Landstrip Chip","13167","","33","https://i.scdn.co/image/ab6761610000e5eb91354fa3106f591a4ad5d281"
"4uKEP0JYfpFtngWlgViewd","Lil Double 0","293989","memphis rap","59","https://i.scdn.co/image/ab6761610000e5ebb4aa3bc64a3ff1eb6a68bd7f"
"6aLoJJxz7MV2iZ423S8tJC","Doe Boy","265969","","52","https://i.scdn.co/image/ab6761610000e5ebdf2995460059cfc9a40bd56b"
"3zZ88AwlTwfCJkowsFCvLA","Babyface Ray","349482","","63","https://i.scdn.co/image/ab6761610000e5ebc4107e613a8f3bc45e15f54b"
"7hdAkFmni0yw1T5Yo1aIdP","David Langoster","92","lullaby","41","https://i.scdn.co/image/ab6761610000e5ebeed640b5cf11716305b0e6e1"
"7fM84MEW7i52YKVtFmC8Vj","Glen Larson","976","","17","https://i.scdn.co/image/ab67616d0000b273c3c9b00a8bd5b1c086e138ce"
"7neg7L2aQRvIrkuVpiclvm","Stone Cold Jzzle","3282","","16","https://i.scdn.co/image/ab6761610000e5eb1e046659d4745c673e5dc1df"
"62pvStZz0ELPjXRQqtDqoF","King Artistage","1","","13","https://i.scdn.co/image/ab67616d0000b273db2da8ab9f7391ecbccceb74"
"3kYFawNQVZ00FQbgs4rVBe","Artist Vs Poet","132068","","42","https://i.scdn.co/image/0078316432cdfb6733c3bde0dc61754d45442d0f"
"3jRKhk4ULSTMA2HcsGrvok","OnlyHope","22","","0","https://i.scdn.co/image/ab67616d0000b27313eeff43c07b0c391cb18918"
"5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","32846334","","87","https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97"
"0iEtIxbK0KxaSlF7G42ZOp","Metro Boomin","10545905","","87","https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c"
"57LYzLEk2LcFghVwuWbcuS","Summer Walker","7441822","r&b","79","https://i.scdn.co/image/ab6761610000e5ebe0ff24e6eb6e1c0214f158b6"
"3tlXnStJ1fFhdScmQeLpuG","Brent Faiyaz","7207321","r&b","83","https://i.scdn.co/image/ab6761610000e5ebe187dca750abfd3688836309"
"7FvQR6QFfXmW18dyMqnHvv","Tommy Newport","64933","","54","https://i.scdn.co/image/ab6761610000e5eb9646d2bbfa16f51e148ee227"
"1buzCmyYZE4kcdLRudsb8V","Mikky Ekko","142878","","68","https://i.scdn.co/image/ab6761610000e5eb81d954dd35145481964ddd6c"
"7HO5fOXE4gh3lzZn64tX2E","Mariah the Scientist","727277","alternative r&b","68","https://i.scdn.co/image/ab6761610000e5ebb5e6be722db4720e820662e5"
"13y7CgLHjMVRMDqxdx0Xdo","Gucci Mane","5817219","southern hip hop, rap, trap","76","https://i.scdn.co/image/ab6761610000e5ebb9b77f64bd278ffde2c94428"
"06Qf6vq8AVIpE9XIw8LAsY","Lil Duke","292437","","45","https://i.scdn.co/image/ab6761610000e5eb3513370298ee50e52dfc7326"
"5AQVXVBupwWBMUC1A2JOkk","Jose Guapo","95901","","27","https://i.scdn.co/image/ab6761610000e5eb66ca600b3c7ee8c94cb3254b"
"1Ukd2DtqpLxxy0q8yV7dfy","Lotto Savage","20321","","13","https://i.scdn.co/image/ab6761610000e5ebbcc3a7728166587e3d17560c"
"6X9Dt3dsZDeWzMBfekaoPB","21 Lil Harold","31144","","42","https://i.scdn.co/image/ab6761610000e5eb255302884acd826950f50a1e"
"7iWiAD5LLKyiox2grgfmUT","Bullet For My Valentine","3305571","metalcore, metal, screamo","68","https://i.scdn.co/image/ab6761610000e5eb18219fa877c67b4eda00550c"
"42yf4QkiE9a252krn9OUCb","Sauce Walka","376202","","53","https://i.scdn.co/image/ab6761610000e5eb07b95e899bb48105bc75fb6c"
"3ohrdimoWGwbjGMOnTDoUJ","Hardo","21146","","37","https://i.scdn.co/image/ab6761610000e5eb0cccb87939b04a515f7f401f"
"3eu4XaXUnk055bWtkKkK3W","Jimmy Wopo","112902","","34","https://i.scdn.co/image/ab6761610000e5eb71610d820e411edf4cd81099"
"6iHjyhqvFSzRPe329fW6WD","Loso Loaded","32202","","33","https://i.scdn.co/image/ab6761610000e5eb805cfbc3a9b219c49343ae04"
"2tZINeGiB74TsojN6RF0b0","Freaky DJs","3670","slap house","38","https://i.scdn.co/image/ab6761610000e5ebbd8dce7e1d53c70871072233"
"2hRgsNuAo7lhUqmrl25WD5","The Artist Ren","1485","","26","https://i.scdn.co/image/ab6761610000e5ebb604a6798902efab5cb8ad91"
"3aGFCoR8xGN6DKwvdzeSja","ILOVEMAKONNEN","367509","","57","https://i.scdn.co/image/ab6761610000e5ebfc3b69ca13052ab7c7a2be1d"
"5lwGLTTHEe9o4eUmiS8M5l","ManMan Savage","5590","","31","https://i.scdn.co/image/ab6761610000e5eb545f04c067d888d3b4c4daa7"
"1gR0gsQYfi6joyO1dlp76N","Justice","1337363","french house, new rave, electronic rock","71","https://i.scdn.co/image/ab6761610000e5ebf140c161d9f9cc9afe85b6ed"
"7FNnA9vBm6EKceENgCGRMb","Anitta","13014583","brazilian pop, funk pop, funk carioca, funk, pagode baiano","83","https://i.scdn.co/image/ab6761610000e5ebda2a9d91c5f52a9088851251"
"1moxjboGR7GNWYIMWsRjgG","Florence + The Machine","7037808","baroque pop","79","https://i.scdn.co/image/ab6761610000e5ebe3c37f869b830d1cf1ec829a"
"6jU2Tt13MmXYk0ZBv1KmfO","Giorgio Moroder","278929","italo disco, disco","62","https://i.scdn.co/image/ae53e43ad044fe30298ac986a606bef7db4617bb"
"00FQb4jTyendYWaN8pK0wa","Lana Del Rey","45246299","","90","https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261"
"4tZwfgrHOc3mvqYlEYSvVi","Daft Punk","10506237","french house, electronic, electro","81","https://i.scdn.co/image/ab6761610000e5eba7bfd7835b5c1eee0c95fa6e"
"66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","104073278","pop","92","https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0"
"23fqKkggKUBHNkbKtXEls4","Kygo","8578203","tropical house","80","https://i.scdn.co/image/ab6761610000e5ebe5ea1aa1404629c12ad86658"
"4V8LLVI7PbaPR0K2TGSxFF","Tyler, The Creator","20514171","","90","https://i.scdn.co/image/ab6761610000e5ebdfa2b0c7544a772042a12e52"
"1h6Cn3P4NGzXbaXidqURXs","Swedish House Mafia","3898656","edm","76","https://i.scdn.co/image/ab6761610000e5eb42d5e423e4083d3e95ae6a80"
"2wPDbhaGXCqROrVmwDdCrK","Oneohtrix Point Never","256846","idm, drone, ambient, experimental","46","https://i.scdn.co/image/ab6761610000e5ebf15e61d103deb9077b2c9ed8"
"6hyMWrxGBsOx6sWcVj1DqP","Sebastian Ingrosso","979402","edm","62","https://i.scdn.co/image/ab6761610000e5eb2e079e23c13aacb2e249d975"
"5PdkRVDASsw6P7QoqRpz0F","Salvatore Ganacci","209364","moombahton","52","https://i.scdn.co/image/ab6761610000e5eb8721428e8bc82a4861727417"
"6qgnBH6iDM91ipVXv28OMu","KAYTRANADA","1664141","","71","https://i.scdn.co/image/ab6761610000e5eb56ee05ec74e03724af47f1c0"
"5TAipisjquAkq2o7lzMJyc","MIKE DEAN","98553","","44","https://i.scdn.co/image/ab6761610000e5eb8db30739ee006f152d0c8bc6"
"3hteYQFiMFbJY7wS0xDymP","Gesaffelstein","876234","","72","https://i.scdn.co/image/ab6761610000e5ebd1b0c16bf77cfe30c09b4951"
"2feDdbD5araYcm6JhFHHw7","Labrinth","3462559","","76","https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f"
"6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","119360231","soft pop","87","https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9"
"0UF7XLthtbSF2Eur7559oV","Kavinsky","1005857","synthwave, french house","63","https://i.scdn.co/image/ab6761610000e5eb2dc7b3180bad1885c6ee1320"
"0FOWNUFHPnMy0vOw1siGqi","Belly","253638","","55","https://i.scdn.co/image/ab6761610000e5ebbff23b49045aa4099d7264ed"
"1OFOShsIbhy1l5x73yuVyB","Shenseea","963467","dancehall, soca, afrobeats","66","https://i.scdn.co/image/ab6761610000e5eb7e1485fb5dde259c4f4f7432"
"44vREmJC0OlVZjZaGLqVEd","Morray","262663","","60","https://i.scdn.co/image/ab6761610000e5eb1bd9ca94cd74e4bc0a48c141"
"2LIk90788K0zvyj2JJVwkJ","Jack Harlow","4110974","","80","https://i.scdn.co/image/ab6761610000e5ebb645c02cfa05103299775097"
"3tJoFztHeIJkJWMrx0td2f","Moneybagg Yo","4885340","memphis rap","75","https://i.scdn.co/image/ab6761610000e5eb6d2f8e8fbf5b13b1baa1eeff"
"6CHFq8hiVCpHsNKsP2aMw2","Tripstar","7407","memphis rap","33","https://i.scdn.co/image/ab6761610000e5eb73c5abffa8a2642a8b38f3ee"
"79TnwjflPC7KqP9O4pXpDQ","YSB Tril","49355","","38","https://i.scdn.co/image/ab6761610000e5eb9fe286b00bbcc92cf3d50736"
"5jJjvmEwRr8epuGZq4eUUa","BRS Kash","41181","","42","https://i.scdn.co/image/ab6761610000e5eb9d2c63558bcf9de015644de0"
"04qaKnrL6BgL2Q9viRi1Lf","EA Sports Madden NFL","3303","","21","https://i.scdn.co/image/ab6761610000e5ebfee485189c6bb5cbf75f537b"
"45gHcnDnMC15sgx3VL7ROG","42 Dugg","1388907","","70","https://i.scdn.co/image/ab6761610000e5eb40c29d16a1bc236c8c67bb14"
"1d4uM0g9449nE9TV5KeWch","Lejwe La Motheo Artist Development","22901","gospel","30","https://i.scdn.co/image/ab67616d0000b27308779bde4ae1e4010f9dcf61"
"58q28H7IgX06YXkPvUtGgR","Sally Sossa","29304","","41","https://i.scdn.co/image/ab6761610000e5ebe8d1d8eede84b423ba5574cb"
"5cAtakaadWHJLxmGKrKcX7","Tank and The Bangas","253204","alternative r&b","42","https://i.scdn.co/image/ab6761610000e5eb5d240324ac824155b978c329"
"7iZtZyCzp3LItcw1wtPI3D","Rae Sremmurd","7644379","","71","https://i.scdn.co/image/ab6761610000e5ebca1568791bf7ac0cf34dbc66"
"7EEiVZvj6RCEtVX2F2pyxu","Slim Jxmmi","116786","","54","https://i.scdn.co/image/ab6761610000e5eb0f8d832dfa56744c867179c8"
"4G4om3U7TKES0hDBQYYVy7","Zoë Kravitz","11729","","30","https://i.scdn.co/image/6e44ac3044a618d26fa48b53ec021546537774e9"
"3OMd4I5GX8Hz51SLS0C2Fm","Trouble","4053","doom metal, sludge metal, stoner rock","56","https://i.scdn.co/image/ab67616d0000b2734318756625880dd4654818b4"
"1jXEORdld3GJ0KFwao9EW8","Riff 3x","71","","10",""
"2xvtxDNInKDV4AvGmjw6d1","Bladee","566480","cloud rap, hyperpop","68","https://i.scdn.co/image/ab6761610000e5eb43633ee607e147dfd024a198"
"6nB0iY1cjSY1KyhYyuIIKH","FKA twigs","1375026","art pop, alternative r&b","70","https://i.scdn.co/image/ab6761610000e5eb1a8242e65195789d352c97bd"
"3cGojc1Yu89IHXx8OeSnee","Thaiboy Digital","174052","cloud rap, hyperpop","54","https://i.scdn.co/image/ab6761610000e5ebbe2dfe98c26ead5955f58bcf"
"5he5w2lnU9x7JFhnwcekXX","Skrillex","7684119","dubstep, edm, electro, electronic","75","https://i.scdn.co/image/ab6761610000e5eb94efebfc4ba83d3837d59c35"
"51TXQniEQkYh89tfLjiuSy","Ant Wan","277353","","59","https://i.scdn.co/image/ab6761610000e5eb497e7090492bbe82e4362c3c"
"6hG0VsXXlD10l60TqiIHIX","Ecco2k","305820","cloud rap, hyperpop","60","https://i.scdn.co/image/ab6761610000e5eba4caf4073b40cef9206c8012"
"5H0YoDsPDi9fObFmJtTjfN","Ariel Pink","332964","psychedelic pop","48","https://i.scdn.co/image/ab6761610000e5eb2bb44367b6428f0eca1f6f6c"
"0pAd8BWu4UHOQmDpPcz16u","Luckaleannn","10636","cloud rap","28","https://i.scdn.co/image/ab67616d0000b273dc203a586a2d862a759c49e9"
"2AwAtRmbmsuIr40rJFIWlv","Adamn Killa","45756","cloud rap","39","https://i.scdn.co/image/ab6761610000e5eb53e9ee2ca1dcee581c3759e0"
"5dHt1vcEm9qb8fCyLcB3HL","A$AP Ferg","4076278","rap","71","https://i.scdn.co/image/ab6761610000e5eb11b1fd4dfaa772c272ac98ec"
"4L5NueTeIqSJzimF0hBqQn","LiL Flash$","5794","","36","https://i.scdn.co/image/ab6761610000e5ebedf9dde64cb6d822d924c04f"
"0lAWpj5szCSwM4rUMHYmrr","Måneskin","10152889","","78","https://i.scdn.co/image/ab6761610000e5eb46d0db8a86fda630ec12401f"
"7EmyqxxYZltYLKFk9sAHzM","Black Kray","175580","cloud rap","50","https://i.scdn.co/image/ab6761610000e5ebf2a8e562504f90e8f733ce42"
"1xaQSClXcsc1JvxZ2qnwBF","Baba Stiltz","27320","","40","https://i.scdn.co/image/ab6761610000e5ebd4d0df8964a20bc491268c57"
"3Ebrjg9SZ4hQb7vYaC1jcz","Amir Sulaiman","2528","spoken word","13","https://i.scdn.co/image/ab67616d0000b273a55b70e62b96b5e0ad5907fb"
"2z1ZZSBRCNYjOZmUcA3rSQ","Shad Da God","34620","","37","https://i.scdn.co/image/ab67616d0000b2734797224bea8b56ebe3a4324c"
"0dvFTsuG02c4cRbcSQ8zE6","Yak Gotti","53945","","49","https://i.scdn.co/image/ab6761610000e5eb4238443e5fc52cfc8a06c9a9"
"5pU9lKGn9IUnVvOCONrcIS","Rich Gang","103042","","63","https://i.scdn.co/image/ab6761610000e5ebaf64d7ee4c1d60a58482a37d"
"1d4LqKtPkn0vAfp5YyIox4","Young Ralph","410","","29",""
"4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","38910590","melodic rap, emo rap","89","https://i.scdn.co/image/ab6761610000e5eb01ab50f1479f24a42804efd8"
"2KCRLxlHd2OgZG6YAOAcSu","YNW BSlime","380059","melodic rap","48","https://i.scdn.co/image/ab6761610000e5eb094b7c4dd99699aa0d765d48"
"4ke9HXbejpYVMhbOjSa4le","Lil Gotit","412293","","48","https://i.scdn.co/image/ab6761610000e5eb3927b3469baf7ae3c5f85a1b"
"1qUjOF5fzrpoNycD36b2jZ","Nate Ruess","292979","","66","https://i.scdn.co/image/5d5dec419f704181b9a23dd9c55562632817c442"
"7CIPIdtiSUxNy47OrfMr3d","Sven Stricker","1938","","53","https://i.scdn.co/image/ab6761610000e5eb94c6b1417639fb3da63eebec"
"14qypx78D3Jd1mm7c2BqQb","T-Shyne","29964","","57","https://i.scdn.co/image/ab6761610000e5eb1ee2537c3bf60dbe06ac8167"
"5phOCTS0ZqbZGVXdpG6rLu","Jeff Bhasker","6099","melodic techno, melodic house","39","https://i.scdn.co/image/ab6761610000e5eb1e40d440f617f6eb017ff47a"
"4LLpKhyESsyAXpc4laK94U","Mac Miller","11541372","","84","https://i.scdn.co/image/ab6761610000e5ebed3b89aa602145fde71a163a"
"1xr2G8Hlx4QWmT9HaUbmoO","Young Stoner Life","221298","","65","https://i.scdn.co/image/ab6761610000e5eb426433c9b6997417d193516c"
"7rkW85dBwwrJtlHRDkJDAC","NAV","3525737","melodic rap","71","https://i.scdn.co/image/ab6761610000e5ebf276b6e4b25bb6fb7b942ab2"
"1bqJuNMz1iBqWo9B0BdIiM","FN DaDealer","20647","","34","https://i.scdn.co/image/ab6761610000e5eb8b47a19adf55f66782cb52c1"
"1TfSVLC8KtuIo6uWNqCbqU","Artist Moon","185","","2","https://i.scdn.co/image/ab6761610000e5eb58559e457e6c0c5b86b13fe1"
"6AMa1VFQ7qCi61tCRtVWXe","Jim Jones","721042","","55","https://i.scdn.co/image/ab6761610000e5eb6065a9b1476c620495fe3c1a"
"2f6hqWBFjqS1EUHMS1JOFB","Unfoonk","18431","","31","https://i.scdn.co/image/ab6761610000e5eb38b1b6e19ed1b1c71bbcd72f"
"23mJPosA4Qmp8kc6IlWalb","24Heavy","20049","","30","https://i.scdn.co/image/ab67616d0000b273e45111904d0854e4c3ac678f"
"5PHYg0IcnpyZJ1y9euAx4i","YTB Trench","17613","","37","https://i.scdn.co/image/ab6761610000e5eb2018fcbeed7104053c05f89f"
"6LXRvV2OAtXF7685fzh3mj","Rowdy Rebel","169445","brooklyn drill, new york drill","51","https://i.scdn.co/image/ab6761610000e5eba292b1fa3ad6c27771a50305"
"7J0hrNYCO5DgAx0XaRJqkh","Yung Kayo","34537","rage rap","43","https://i.scdn.co/image/ab6761610000e5ebfec7597fd686983f22e22a32"
"6RY7kT6PGGzAA3TG3s4Qmp","Karlae","10314","","34","https://i.scdn.co/image/ab6761610000e5ebb62f18952858370690edb5e6"
"6AMd49uBDJfhf30Ak2QR5s","Coi Leray","868971","","69","https://i.scdn.co/image/ab6761610000e5eb0a97a385fa987c53d232184b"
"3uJx5SnOM59Li7lCxA3b29","Lil Keed","1024927","melodic rap","55","https://i.scdn.co/image/ab6761610000e5eb4f7a790a562d37c1ceaa6e96"
"1cNDP5yjU5vjeR8qMf4grg","YNW Melly","11701236","melodic rap","73","https://i.scdn.co/image/ab6761610000e5eb4da4a196cc973f65b68fe67b"
"3KNIG74xSTc3dj0TRy7pGX","Yung Bleu","1608221","","65","https://i.scdn.co/image/ab6761610000e5ebf1bc68595c67df3ab0ab4b43"
"4YURkxOtE9WWvMcYrmsVRg","HiDoraah","2362","","24","https://i.scdn.co/image/ab6761610000e5eb2b438a6b3d3ec7bfec197e2b"
"7DBeFeXHrHygx9GcJueqzB","Dolly White","1730","","19","https://i.scdn.co/image/ab6761610000e5eb3dfbf0b1e3c221a70f97ee4a"
"20sxb77xiYeusSH8cVdatc","Meek Mill","8108332","rap","74","https://i.scdn.co/image/ab6761610000e5ebc14756c27212bdea80f6cfac"
"2Hkr2U742ustoFcSW378ZE","Major Nine","193807","","46","https://i.scdn.co/image/ab6761610000e5ebe10a1d7283fc047e75943d17"
"4sb7rZNN93BSS6Gqgepo4v","Too $hort","1620035","hyphy, west coast hip hop, g-funk, gangster rap","63","https://i.scdn.co/image/ab6761610000e5ebe1000f5b1cde8889cf4dc44b"
"3crnzLy8R4lVwaigKEOz7V","E-40","960347","hyphy, west coast hip hop, g-funk","67","https://i.scdn.co/image/ab6761610000e5eb8ca18cf65fbe696a56d9cfda"
"13lxs5lLGCBMyGLfmtfLEK","Hoodybaby","1307","","27","https://i.scdn.co/image/ab6761610000e5eba33a6c30afdfa838b2bc3476"
"6gjAbs229sNHhSskJpQ2mG","Artist Unknown","1052","opera","24","https://i.scdn.co/image/ab67616d0000b273dea2d7ef77ad8e3ec3739d23"
"1ZvtTaNp6MzFp0a69FB2xZ","DukeeMdz","65698","","44","https://i.scdn.co/image/ab6761610000e5eb77735f8534c522b4fe7d8cdb"
"7oPgCQqMMXEXrNau5vxYZP","Tracy Chapman","1923012","","70","https://i.scdn.co/image/965060777aeacb43659097cddc16b741785a508f"
"4tMm1dU6Gn04VAZ9ClHcIZ","Jacquees","3234062","r&b","69","https://i.scdn.co/image/ab6761610000e5eb7df79648e7a555122ab9ea2b"
"2ZF0d4lkHLE6MIbVmpN6nN","Trapboy Freddy","106858","","41","https://i.scdn.co/image/ab6761610000e5eb922ad7c56e6f95d188cd0b43"
"0DO5d7KMv6Gn1mIbDhlyUf","Nechie","9158","","36","https://i.scdn.co/image/ab6761610000e5ebe370fd5395c3eb092fa854c4"
"5OecgEmtfWSu9lHS62mdcP","MPA Duke","539","","24",""
"3eSQPLy8hktGQTGSVB51lD","Millie Go Lightly","5099","","36","https://i.scdn.co/image/ab6761610000e5eb54b2e070d00a2e8a3013be7d"
"7hJcb9fa4alzcOq3EaNPoG","Snoop Dogg","14224990","g-funk, west coast hip hop, gangster rap, hip hop, rap","83","https://i.scdn.co/image/ab6761610000e5ebc19a88576ebe6fcbb325c297"
"4cmA2QDPdzh8W2ytpyUGes","Young Scooter","571663","trap","51","https://i.scdn.co/image/ab6761610000e5eba92577640045c4dd4d455a91"
"7aBzpmFXB4WWpPl2F7RjBe","Wyclef Jean","383914","","71","https://i.scdn.co/image/ab6761610000e5ebad53e714cc3481bd069bfc93"
"4vbX3rVEczKzPwOqh3wrC9","PeeWee Roscoe","233","","32",""
"2M4r5bXlZUlGWlrhgvTcEP","Artist Rell","23","","12","https://i.scdn.co/image/ab6761610000e5eb197bf5e0dc706f67165336cb"
"4IzkuUevCR7evTUwixiu25","Solo Lucci","12269","","39","https://i.scdn.co/image/ab6761610000e5eb19f60083ab42df338edf6da2"
"4bLuMvzrTBLhFn95OBHi08","Young Butta","747","","17",""
"6t7U7sYlVCtlMWzbecJcHd","Dhurata Dora","467122","","60","https://i.scdn.co/image/ab6761610000e5eb6aec39fdeaa1f927bbc58932"
"6BBkWyAZhcINj7GecYg3Wd","Estee Nack","20299","boom bap, underground hip hop, east coast hip hop","49","https://i.scdn.co/image/ab67616d0000b2730c28a2be00104fe98a974a99"
"35fcckhFq2cF2u7hIG0fPv","Stove God Cooks","53639","boom bap","55","https://i.scdn.co/image/ab6761610000e5eb2a40eee2c9f22de35fe920c5"
"42CdfzvwQxU730Iod5qjyX","Brother Tom Sos","1892","","45","https://i.scdn.co/image/ab6761610000e5ebf38393afb645733ce3926df9"
"3JK7aKAWZ0jR2sbTZW25V5","Elijah Hooks","216","","36","https://i.scdn.co/image/ab67616d0000b273673eabcab43a6f315e9446c5"
"67gqUXxHedeUGDTxwBzdjS","Conway the Machine","353653","boom bap, east coast hip hop","61","https://i.scdn.co/image/ab6761610000e5eb0fe12046479e30bfb36afdd2"
"5Matrg5du62bXwer29cU5T","Benny The Butcher","479028","boom bap","62","https://i.scdn.co/image/ab6761610000e5eb0cf7883b5349870ead90688b"
"4fpwOzxFRMVGfd197dKIdY","Boldy James","274609","boom bap, alternative hip hop, experimental hip hop, jazz rap","63","https://i.scdn.co/image/ab6761610000e5eb6983b18102a3e5723a09ed3f"
"14P6nG9Uxzwzt7L8GoqMwL","Westside Pootie","427","","30",""
"7c0zOr4ffb5eteXrxWt7oB","Rome Streetz","92976","boom bap, underground hip hop","52","https://i.scdn.co/image/ab6761610000e5ebfa8492ca76e0bfe5f4c16a1c"
"5oNgAs7j5XcBMzWv3HAnHG","DJ Drama","1423779","southern hip hop","61","https://i.scdn.co/image/ab6761610000e5eb53ab08562b594332034c6aca"
"0eVyjRhzZKke2KFYTcDkeu","The Alchemist","806869","alternative hip hop, jazz rap, experimental hip hop, boom bap","73","https://i.scdn.co/image/8a0d2c9a5bb08a3fd8e6ad457014022cb232525b"
"0gyKaoedfYv49oE9CVTHfd","AA Rashid","2313","","25","https://i.scdn.co/image/ab6761610000e5eb3eae5902950da9ebfccaca2c"
"2Fsw6Hh9wWybcZPZZEGYPj","Cartier A Williams","134","","32",""
"56AGdzJxOFwP3yjv9UG41A","Trap-A-Holics","4926","memphis rap","31","https://i.scdn.co/image/ab67616d0000b27353528f04be56a9fba15d5257"
"4J55gzoHd6d6Wymxoz7qck","Keisha Plum","1795","","38",""
"6fxyWrfmjcbj5d12gXeiNV","Denzel Curry","2752038","punk rap","72","https://i.scdn.co/image/ab6761610000e5eb8e265da892579da2139b659f"
"4FlG0V0jhLO4qGpayFOphj","EST Gee","655672","","66","https://i.scdn.co/image/ab6761610000e5ebf6ee8f565f86fed366b55840"
"1r2g5dWOYdTg3Yw1rPY0OE","DJ Swamp Izzo","2319","","21","https://i.scdn.co/image/ab6761610000e5eb8da26f9f8d56ae2468b4aeb0"
"6lOaHNmL3l3hKDGNf0egfs","Peezy","218254","","55","https://i.scdn.co/image/ab6761610000e5eb340139f0bb23c742369951d0"
"6Q4MFlysvdbBeEhoKgAUbY","DJ Holiday","9935","","34","https://i.scdn.co/image/ab6761610000e5ebadb774c8b01e1e31dcff80ab"
"7gmVTgaiN0gpDJKvTHPTRL","KayCyy","78371","","47","https://i.scdn.co/image/ab6761610000e5eb73ad25e2498cc0c86bc548e3"
"67ei8ib6PLT1w3OkhIb4fB","Black Star","446349","east coast hip hop, hip hop, jazz rap","50","https://i.scdn.co/image/ab6772690000c46c4fb3d1d728a560f53532b687"
"1YfEcTuGvBQ8xSD1f53UnK","Busta Rhymes","2987626","east coast hip hop","71","https://i.scdn.co/image/ab6761610000e5eb7b31aba081ef084510cde4e3"
