"id","label","followers","genres","popularity","image_url"
"2yQf6b8hxahZaT5dHlWaB1","Raekwon","635478","east coast hip hop, hardcore hip hop, boom bap, hip hop","63","https://i.scdn.co/image/03463cee551c78964f76b0067307fba60982129e"
"6FD0unjzGQhX3b6eMccMJe","Ghostface Killah","964651","east coast hip hop, hardcore hip hop, hip hop","64","https://i.scdn.co/image/ee2180486a42e11b6a0dfafdba9e2dbb9297a9b3"
"4RnBFZRiMLRyZy0AzzTg2C","Run The Jewels","1123175","hip hop","60","https://i.scdn.co/image/ab6761610000e5ebea5eda58996c7f08d423d522"
"53S3boqktbqiB1JfHzsu1f","Armani Caesar","44110","","42","https://i.scdn.co/image/ab6761610000e5eb228185d8620431b84e8b869f"
"7jDblfQQLFAZCKXFfoGZ9Q","Jay Worthy","58202","g-funk, west coast hip hop","52","https://i.scdn.co/image/ab6761610000e5eb56f3ddf3c1dbdf89aa6538c8"
"2VYwa2ah7zx9nF8EHo8UHk","Robby Takac","95","","18",""
"2fr702VRVFZyDIIFUsLTaJ","Sean Strange","7904","hardcore hip hop, underground hip hop, horrorcore","30","https://i.scdn.co/image/ab6761610000e5ebd3029c56e85c2b524b05b71d"
"7cTfr9nU9kwlKrVxwghbxN","Snowgoons","108106","underground hip hop, hardcore hip hop, horrorcore","43","https://i.scdn.co/image/ab6761610000e5ebadb20daee8012d9484aa37a0"
"0TkqXdyWLsssJH7okthMPQ","Jay Electronica","341668","alternative hip hop","58","https://i.scdn.co/image/ab6761610000e5eb17385ceb1d72a778ce30ccc2"
"0ywBEn3tITirlskY3SZBei","Heembeezy","209215","","59","https://i.scdn.co/image/ab6761610000e5eba934cc24adee2b56efddf02e"
"4aAGG2cCHa15MPo795nJ97","Chase Fetti","6448","boom bap, east coast hip hop","34","https://i.scdn.co/image/ab6761610000e5eb5925bf57928b236f96c0f6a3"
"3I6neO2jiyMa8arh6JBe7e","Flee Lord","35577","boom bap, underground hip hop, east coast hip hop, hardcore hip hop","38","https://i.scdn.co/image/ab6761610000e5eb09bcc5a856479f3b0c011780"
"3ZMur3elMyOs248ah86NRk","Mach-Hommy","166074","boom bap, experimental hip hop, alternative hip hop, jazz rap","54","https://i.scdn.co/image/ab6761610000e5eb0951eed046371267e421dfdb"
"53IIk03HWWJ2Z7QwQ9yFHh","Billie Essco","6102","east coast hip hop","50","https://i.scdn.co/image/ab6761610000e5eba9a3bbab919ab98430957a85"
"1grN0519h2zYqpRtYbDZAl","Larry June","480876","","70","https://i.scdn.co/image/ab6761610000e5eb1c0b980410ff1016569fb371"
"5I5RRzGR7dWyhADAvMNKzM","Tiona Deniece","497","","24","https://i.scdn.co/image/ab6761610000e5ebc9250e37aa7d6defd942c570"
"0Kat39J9rHV3jXOqlZxa2i","Artistas del Gremio","5376","","20","https://i.scdn.co/image/ab6761610000e5eb50b7f7b86052def9da5dece0"
"5pnbUBPifNnlusY8kTBivi","Jadakiss","1237761","east coast hip hop","63","https://i.scdn.co/image/ab6761610000e5ebd8dba5c02f8c75eb280dd70e"
"1g8uGVofjr2ApBrI8OZhJf","DJ Clue","275021","east coast hip hop","40","https://i.scdn.co/image/ce83977db3854f2c348650acf202ed538dcf921d"
"6DJEUXZm0e2rAohdoZ5Voo","Black Thought","274232","east coast hip hop","55","https://i.scdn.co/image/ab6761610000e5eb7aabcc743c0f53874ade6bb0"
"1W9qOBYRTfP7HcizWN43G1","Slick Rick","742895","east coast hip hop","53","https://i.scdn.co/image/ab6761610000e5eb7f458b9a8992b5472edfe0e7"
"54jJabxN5Xa0aMGK4mYdVg","Elcamino","45454","boom bap, underground hip hop","43","https://i.scdn.co/image/ab6761610000e5ebe18b2f9d36803b6efe680795"
"3kf0gOpxWtkyeMNJVDQPtd","Smoke DZA","289061","","46","https://i.scdn.co/image/ab6761610000e5eb4449092233c92af320ab21e4"
"5CiGnKThu5ctn9pBxv7DGa","benny blanco","1346626","","78","https://i.scdn.co/image/ab6761610000e5eb9e339e423b680759b0006a63"
"2P5sC9cVZDToPxyomzF1UH","Joey Bada$$","3699577","hip hop, rap","72","https://i.scdn.co/image/ab6761610000e5ebae01fe0d10cd8ebb4707c461"
"67nwj3Y5sZQLl72VNUHEYE","Wale","4186487","","73","https://i.scdn.co/image/ab6761610000e5eb204ce9bb25bd19a056cac78a"
"24Cf1irKt7kcewb9OOkPum","Joyce Wrice","199890","alternative r&b","56","https://i.scdn.co/image/ab6761610000e5ebd2aa6ffd864345aebb413465"
"0Y4inQK6OespitzD6ijMwb","Freddie Gibbs","1370267","","67","https://i.scdn.co/image/ab6761610000e5eb0f1ce8bed2317797c2e70544"
"5X0V59ipZnbvnubW0rQVri","Roc Marciano","169745","boom bap, underground hip hop, east coast hip hop","53","https://i.scdn.co/image/ab6761610000e5eb7b3b1cd2bb89a3706592ec2e"
"19Cfa4TOE7t0nT7wjoWFjG","Cartier William","163","","29",""
"3ScY9CQxNLQei8Umvpx5g6","Fat Joe","1964663","east coast hip hop","67","https://i.scdn.co/image/ab6761610000e5eba1fe5b14818dd48f0efbf919"
"6X8WdFjrNhXATMDSs26aCc","Curren$y","1056638","southern hip hop","61","https://i.scdn.co/image/ab6761610000e5ebbba49d18d45cacc36cd6622d"
"2QOP6zKx1d0gGEtuuXOvJ3","Nick Grant","47451","jazz rap","34","https://i.scdn.co/image/ab6761610000e5eb8fe1a5e1f6067db74bf8e5e1"
"44WMYz1EXbTBHUCbNX2QBc","Lil Eto","751","","10","https://i.scdn.co/image/ab67616d0000b2734c93784fc23daad4d5219678"
"0giUOGLTAaVVbdr7aSwM0N","CRIMEAPPLE","34870","boom bap, underground hip hop, hardcore hip hop","40","https://i.scdn.co/image/ab6761610000e5ebcaf963dc67b69dde4cecef5e"
"6OwOuTjrLVrlMH1nxxIjbT","Elzhi","86522","underground hip hop, boom bap","36","https://i.scdn.co/image/ab6761610000e5ebf8b193e533dc4255db612f40"
"3jK9MiCrA42lLAdMGUZpwa","Anderson .Paak","2637859","","76","https://i.scdn.co/image/ab6761610000e5eb96287bd47570ff13f0c01496"
"2x8KDZdSONA3872CnhaAlX","Styles P","719428","east coast hip hop","60","https://i.scdn.co/image/88fbbb15d32892b5ba74304448160cbb9cc41b19"
"0AC3R7uWzvb7fuzj60XPx2","High Fashion P","29","","14",""
"0qHfqHyHZnxvv1lfkJraQc","Skyzoo","93253","underground hip hop, boom bap, east coast hip hop","39","https://i.scdn.co/image/ab6761610000e5ebf7e2bac2458cb18ba8ac1276"
"4IBACd17ekILQx6xdtKxyI","Hus KingPin","25632","boom bap, underground hip hop","30","https://i.scdn.co/image/ab6761610000e5eb81e26b23658b6fbddfaadbc8"
"7bsvhWUiIaSqBLTXWmREfe","Durag Dynasty","2463","boom bap","15","https://i.scdn.co/image/ab67616d0000b27377de98b945b19f04c1652e4d"
"00fUxTsDQ3TMlro9Abk6bG","Vast Aire","19060","underground hip hop","28","https://i.scdn.co/image/ab6761610000e5eb35ddd728e02d00c7d32f3fdc"
"2x6jz70u3sZq75tW10akUW","Sean Price","189648","east coast hip hop, underground hip hop, boom bap, hardcore hip hop","45","https://i.scdn.co/image/ab6761610000e5ebcce72dbf9ccf498849346883"
"137W8MRPWKqSmrBGDBFSop","Wiz Khalifa","11883597","rap","82","https://i.scdn.co/image/ab6761610000e5ebc66b0a8c3268f0b6556f64a8"
"0PA28tQBY65NmvLi0xvuX9","Chip Tha Ripper","51225","","45","https://i.scdn.co/image/ab6761610000e5eb6d03943c83e9a54e8168a87f"
"0ONHkAv9pCAFxb0zJwDNTy","Pusha T","2986124","","71","https://i.scdn.co/image/ab6761610000e5ebc5b88a3924d8318f25f20594"
"77AiFEVeAVj2ORpC85QVJs","Steve Aoki","3804246","electro house, edm","72","https://i.scdn.co/image/ab6761610000e5ebcf85b39d94c486218a687248"
"6wAO5FJZZ5PJoRBSpBic7M","Layzie Bone","210885","","43","https://i.scdn.co/image/ab6761610000e5eb6fc8bc16544b881809ae896c"
"53B8dEQzmtefvkdCAkO0YR","Krayzie Bone","374347","","57","https://i.scdn.co/image/ab6761610000e5eb0bc1497c23c5612db272540b"
"15UsOTVnJzReFVN1VCnxy4","XXXTENTACION","49277292","emo rap","86","https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4"
"6fXcsuCIKZIeY11ylb8hsw","Dot Da Genius","5653","","32","https://i.scdn.co/image/ab6761610000e5eb5449ad5fa10f1cc1aa8c1acd"
"3o1cwVQfiDWafhYA02k13C","Crookers","84097","italian trap","59","https://i.scdn.co/image/ab6761610000e5eb21e6c818fa5506891944a779"
"0SwO7SWeDHJijQ3XNS7xEE","MGMT","3379325","indie","75","https://i.scdn.co/image/ab6761610000e5eb9dccdc8f4087cbe2bdedc9d3"
"57dN52uHvrHOxijzpIgu3E","Ratatat","603081","electronic rock","65","https://i.scdn.co/image/2f0c6c465a83cd196e651e3d4e7625ba799a6f60"
"415rtLOb1FDKZAxo1IJ1hW","WZRD","112690","","38","https://i.scdn.co/image/b66acf9e20364f2a2d58aedf78ec7d9c20700788"
"5NjUjtjtkzZqRuWFdspT1K","King Chip","23217","","49","https://i.scdn.co/image/ab6761610000e5eb89b0bb1ee96a4569a47ebc43"
"6g0Wah2YFtb1rFgKhUktlo","Raphael Saadiq","564682","neo soul, soul, retro soul","51","https://i.scdn.co/image/ab6761610000e5eb345c549fb14fdc699ca6560b"
"1r1uxoy19fzMxunt3ONAkG","Phoebe Bridgers","2756056","","78","https://i.scdn.co/image/ab6761610000e5eb626686e362d30246e816cc5b"
"2hPgGN4uhvXAxiXQBIXOmE","KIDS SEE GHOSTS","998793","","58","https://i.scdn.co/image/ab6761610000e5eb22c693c66a5494d88194d543"
"52lBOxCxbJg0ttXEW9CQpW","Louis Prima","217403","swing music, big band","58","https://i.scdn.co/image/85e8343b215c98ad063417ac2f6b63919557721a"
"6r2niOTnexy9xss5g8GWXH","Yasiin Bey","33489","","49","https://i.scdn.co/image/ab67616d0000b273a919ae19a122c74e27c5bad0"
"3rWZHrfrsPBxVy692yAIxF","WILLOW","2841113","","70","https://i.scdn.co/image/ab6761610000e5eb0e6e067240dd48810379dc81"
"2kGBy2WHvF0VdZyqiVCkDT","Father John Misty","912203","chamber pop","69","https://i.scdn.co/image/ab6761610000e5eb8a78e4e37d117b9cc90a6363"
"4Ui2kfOqGujY81UcPrb5KE","HAIM","1360876","","63","https://i.scdn.co/image/ab6761610000e5eba688abfbbed1037befa47232"
"0NEEjsgvnvFDjWh0DGe5rq","Artister av barnesanger og barnemusikk","683","","38","https://i.scdn.co/image/ab67616d0000b273e20e555c3e61bae433d59b7f"
"6YHEMoNPbcheiWS2haGzkn","Michael Bolton","2373265","soft rock","64","https://i.scdn.co/image/ab6761610000e5eb621cbb757dcbf609042f98d8"
"5nLYd9ST4Cnwy6NHaCxbj8","CeeLo Green","667610","","65","https://i.scdn.co/image/ab6761610000e5eb8079989370c50963b60ee7bc"
"1XkoF8ryArs86LZvFOkbyr","Mary J. Blige","4127310","r&b","72","https://i.scdn.co/image/ab6761610000e5eb3d7888ba4d2bf67fe6b64a55"
"7bcbShaqKdcyjnmv4Ix8j6","St. Vincent","936659","art pop","63","https://i.scdn.co/image/ab6761610000e5ebbb8bc9aace3d4d39d7cfd6f1"
"4AGwPDdh1y8hochNzHy5HC","RAC","169300","","55","https://i.scdn.co/image/ab6761610000e5eb1fd073cc30283438f8512ba6"
"3opP52YUU3kBoPizkJETnm","Nicole Wray","48555","","32","https://i.scdn.co/image/ab67616d0000b273009b30c71fed678c627ef17f"
"4049kCiuzJ1c04oYqNYm99","Billy Craven","249","","32",""
"2GHclqNVjqGuiE5mA7BEoc","Common","1004729","hip hop, jazz rap","61","https://i.scdn.co/image/ab6761610000e5eb6354c88f58d8a99b91e0d965"
"42LEQxfXLEuzdqorKBbUVN","RaiNao","175288","latin r&b","73","https://i.scdn.co/image/ab6761610000e5eb0297054e5768f3daf3f9978a"
"6wF1Cz760dpdbX9RJIDpQW","Chuwi","109762","","74","https://i.scdn.co/image/ab6761610000e5eb90b0a420f540436c14634a94"
"3E12tRURRvPfHz0hAMCFYc","Omar Courtz","780068","","83","https://i.scdn.co/image/ab6761610000e5eb461144511a619789aea8f69a"
"2YRyPiW98bpkARAS4B3OQP","Dei V","1748434","trap latino, urbano latino","82","https://i.scdn.co/image/ab6761610000e5ebc37ea490563bfe14de707f18"
"1uZVxckdGGKhFMpCnupXmP","Los Pleneros de la Cresta","52607","","70","https://i.scdn.co/image/ab6761610000e5eb971fb5f12da321deda7f6b4e"
"3qsKSpcV3ncke3hw52JSMB","Young Miko","3688499","trap latino","77","https://i.scdn.co/image/ab6761610000e5eb17b6dc4231e9e0292d8dc5d8"
"6w9ToX5slZ4uIdmD17hJ3c","Bryant Myers","12262175","trap latino, reggaeton, trap, urbano latino, dembow","82","https://i.scdn.co/image/ab6761610000e5eb27e96bc9bbb0c28566c5d788"
"4axKuDPr6WKcDCyh8vueTY","Luar La L","1995519","trap latino","75","https://i.scdn.co/image/ab6761610000e5eb8577ac54ad6af02e2358c549"
"4aSlfXDn9R60UlbZEboBUy","YOVNGCHIMI","1411081","trap latino, urbano latino, trap","71","https://i.scdn.co/image/ab6761610000e5eb91953ff5e13763598d52866c"
"5XJDexmWFLWOkjOEjOVX3e","Eladio Carrion","8433614","trap latino, urbano latino, trap","79","https://i.scdn.co/image/ab6761610000e5eb66465185373d360ded208ecb"
"2LRoIwlKmHjgvigdNGBHNo","Feid","16339582","reggaeton, urbano latino","89","https://i.scdn.co/image/ab6761610000e5eb07620e28ffb1bdc8dd2d5ea0"
"4SsVbpTthjScTS7U2hmr1X","Arcángel","16499604","reggaeton, trap latino, urbano latino","83","https://i.scdn.co/image/ab6761610000e5ebafdf17286a0d7a23ad388587"
"3EiLUeyEcA6fbRPSHkG5kb","De La Ghetto","7546272","reggaeton, trap latino, urbano latino","77","https://i.scdn.co/image/ab6761610000e5eb8cd579cb09a5cbe6560bda53"
"12vb80Km0Ew53ABfJOepVz","Ñengo Flow","6816795","reggaeton, trap latino","80","https://i.scdn.co/image/ab6761610000e5ebda3f48cf2309aacaab0edce2"
"37230BxxYs9ksS7OkZw3IU","Chencho Corleone","1568439","reggaeton","77","https://i.scdn.co/image/ab6761610000e5eb7ab9ab65a8d38cad451d3417"
"6nVcHLIgY5pE2YCl8ubca1","JHAYCO","8549591","reggaeton, trap latino, urbano latino","82","https://i.scdn.co/image/ab6761610000e5ebcc45cb8a69f59976e2895b8c"
"3LKXWvXFWrkwUzJWxzwVpW","Tony Dize","3900431","reggaeton","71","https://i.scdn.co/image/ab6761610000e5eb2e69b2a5617714bdef96f3be"
"1mcTU81TzQhprhouKaTkpq","Rauw Alejandro","26919233","reggaeton, urbano latino, trap latino, latin","90","https://i.scdn.co/image/ab6761610000e5ebb271c8a0507c4c1ea795d989"
"5n9bMYfz9qss2VOW89EVs2","Bomba Estéreo","1104865","latin alternative","70","https://i.scdn.co/image/ab6761610000e5ebb6138f2e113c0f569b2c3f5a"
"2sSGPbdZJkaSE2AbcGOACx","The Marías","2254816","bedroom pop","82","https://i.scdn.co/image/ab6761610000e5ebaf586afa2b397f1288683a76"
"0MoaBi6dSquXp6rrlqlF8R","Buscabulla","100535","latin indie","60","https://i.scdn.co/image/ab6761610000e5ebb479f027155f7d473f0158a7"
"0GM7qgcRCORpGnfcN2tCiB","Tainy","2698339","reggaeton","78","https://i.scdn.co/image/ab6761610000e5ebb50d43598b9074f0d6146127"
"4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams","4787513","","88","https://i.scdn.co/image/ab6761610000e5ebf6d51e6f5342d2d363220920"
"5TphiK6LsT4X5NOZxq3NJB","Trio Vegabajeño","14600","bolero","35","https://i.scdn.co/image/ab67616d0000b273e20a202088e8e3dd69071d66"
"21451j1KhjAiaYKflxBjr1","Zion & Lennox","7968166","reggaeton, latin","76","https://i.scdn.co/image/ab6761610000e5ebfa844599a8631cca451a93e5"
"6V394G6torkxVfqL39qEgK","All Artist Adella","577","dangdut, sholawat","12","https://i.scdn.co/image/ab67616d0000b27308233c5411aa0e6e89c7310c"
"33ScadVnbm2X8kkUqOkC6Z","Don Omar","14029050","reggaeton, urbano latino","83","https://i.scdn.co/image/ab6761610000e5ebe1a911f620f24ffa1c736346"
"1SupJlEpv7RS2tPNRaHViT","Nicky Jam","19548564","reggaeton, latin","81","https://i.scdn.co/image/ab6761610000e5ebbd100957e0ad955032de12c8"
"4fdCGYM7dtJLa3LvR1ccto","Gabriela Rocha","8023466","gospel, brazilian evangelical music, worship, devotional","70","https://i.scdn.co/image/ab6761610000e5eba72b3401773d58c9b7571cbd"
"4VMYDCV2IEDYJArk749S6m","Daddy Yankee","36635658","reggaeton, latin","86","https://i.scdn.co/image/ab6761610000e5eb99a6ccc4aae5ae5404c9eb30"
"0Y30TbA4p8SAfCzy2AFBa8","Yaviah","172196","reggaeton","57","https://i.scdn.co/image/ab6761610000e5ebd6e7b9afa42ae264c84f22d4"
"77ziqFxp5gaInVrF2lj4ht","Sech","12091040","reggaeton, urbano latino","79","https://i.scdn.co/image/ab6761610000e5eb2ef2187023b7df95a70b4587"
"4IMAo2UQchVFyPH24PAjUs","Jowell & Randy","4446032","reggaeton, urbano latino","71","https://i.scdn.co/image/ab6761610000e5eb2ab68b2708f4007a4623f652"
"2R21vXR83lH98kGeO99Y66","Anuel AA","40848609","reggaeton, trap latino, urbano latino, latin","88","https://i.scdn.co/image/ab6761610000e5eba23ceb177745632b517cb7b2"
"7iK8PXO48WeuP03g8YR51W","Myke Towers","18977180","reggaeton, trap latino, urbano latino","88","https://i.scdn.co/image/ab6761610000e5eb8372345609bebaf1e948ef7f"
"1WMwuNKzEFtU6pPkdtryYS","Kendo Kaponi","1195171","reggaeton, trap latino","64","https://i.scdn.co/image/ab6761610000e5eba6db079799d908caddf93b30"
"1bAftSH8umNcGZ0uyV7LMg","Duki","12187080","argentine trap, trap, trap latino","82","https://i.scdn.co/image/ab6761610000e5eb0f682e8d99b232d621a25c3b"
"2XcZshqzPKm3iZcmt73R8D","Pablo Chill-E","1558080","chilean trap, reggaeton chileno, chilean mambo, mambo, argentine trap, urbano latino, trap latino","71","https://i.scdn.co/image/ab6761610000e5eb520b92c668acbb897e22e4ae"
"5QzDzXfXC5lepOBeQXBiVO","Marciano Cantero","10814","rock en español, symphonic rock, mexican rock, latin rock","61","https://i.scdn.co/image/ab6761610000e5eb11d1ef11d24b22bb64e0af13"
"5fMUXHkw8R8eOP2RNVYEZX","Diplo","2753033","moombahton","77","https://i.scdn.co/image/ab6761610000e5ebdf01727aa674ddefa777797a"
"2oQX8QiMXOyuqbcZEFsZfm","El Alfa","3907093","dembow, urbano latino, latin, reggaeton","77","https://i.scdn.co/image/ab6761610000e5ebebc38443c371677783ebd465"
"6dQgkiJm1fRkcqKOvPzysr","Brownstone","487186","new jack swing","49","https://i.scdn.co/image/ab6761610000e5eb814746c181af911a7e5ab8f3"
"7wlFDEWiM5OoIAt8RSli8b","YoungBoy Never Broke Again","13758225","","81","https://i.scdn.co/image/ab6761610000e5ebb1d6eaf7ad3417765577cac4"
"3EK1eCIbh3eDCkLdbMQHpT","Solo Artist Saxx","3387","","19","https://i.scdn.co/image/ab6761610000e5ebacb6a1310cd73308c2af0c5b"
"2nszmSgqreHSdJA3zWPyrW","Luis Miguel","18502806","mariachi, bolero, latin pop","82","https://i.scdn.co/image/ab6761610000e5eb6481401e529e475116702a29"
"6LuN9FCkKOj5PcnpouEgny","Khalid","16637066","","83","https://i.scdn.co/image/ab6761610000e5eb24ff450c42d4e36fb34a7631"
"3Y7RZ31TRPVadSFVy1o8os","H.E.R.","8254967","r&b","75","https://i.scdn.co/image/ab6761610000e5eb417db49cde3ed1c5a65e3514"
"2GEcMpeGIad5O23WxDRFMn","Rico Love","130106","","38","https://i.scdn.co/image/ab6761610000e5eb5c5b0f33b027498c89eedbde"
"6vXTefBL93Dj5IqAWq6OTv","French Montana","5667643","","75","https://i.scdn.co/image/ab6761610000e5ebadb2f8e09c3e3171956aafe4"
"7sfl4Xt5KmfyDs2T3SVSMK","Lil Jon","1646439","crunk","74","https://i.scdn.co/image/ab6761610000e5ebf893feb44e74c8b4c15ecc95"
"1tOl4RqWQOpbUiKqnP14GF","Popeye Bangladesh","173601","bangla pop","38","https://i.scdn.co/image/ab6761610000e5eb3feabc8d5492e175e8816464"
"2Jwr7hGoSNK3S3QBxh3T0z","Freeway","300911","east coast hip hop","52","https://i.scdn.co/image/ab6761610000e5ebf8bf630ad7454289c025e2a3"
"4AtXHz7siyABnIZHWtP2OW","artistchillaxy","140","bassline","30","https://i.scdn.co/image/ab6761610000e5ebe14c801d8416a24d4d0a384f"
"1CFCsEqKrCyvAFKOATQHiW","Lecrae","1339220","christian hip hop, christian, gospel r&b, christian pop, pop worship, chinese hip hop","66","https://i.scdn.co/image/ab6761610000e5eb5dc4cfdf2285a79b52be64ae"
"4aWpJudn4ljEWahx6cPEGu","Sean Garrett","48643","","37","https://i.scdn.co/image/ab6761610000e5eba0e1d2cab1a8f32ce2d8c5a6"
"364Dr4NZu27f3AzS79o1SN","Crystal Nicole","2717","","22","https://i.scdn.co/image/ab6761610000e5eb66a3fd8291aaa3ec5a3645a9"
"2p0Hf0MF8Nw8lwAXokczf0","Smif-N-Wessun","218389","east coast hip hop, boom bap, hip hop","50","https://i.scdn.co/image/ab6761610000e5eb9a7217ea52c43d04c70d80c7"
"5t6cgFa6vbJbNuxUTgT1L9","Tina (Hoodcelebrityy)","103181","dancehall, soca","41","https://i.scdn.co/image/ab6761610000e5eb9aa6656a31016a6821188f07"
"0pkwrPVI8UyXtPkavyJoZ4","A.CHAL","175786","","45","https://i.scdn.co/image/ab6761610000e5eb26c31eeaaf2bd9e907300568"
"29gIYsdyccGoUc6qgkZeTK","SWAVAY","40184","","45","https://i.scdn.co/image/ab6761610000e5eb2a3d9f6105f6cb4b8e9184ab"
"2Oq3sgFa2HSvRY0vL6bDxN","Monica Martin","35497","","40","https://i.scdn.co/image/ab6761610000e5ebddee5b703d468fb2717505ef"
"3r1XkJ7vCs8kHBSzGvPLdP","slowthai","530564","grime","54","https://i.scdn.co/image/ab6761610000e5ebd35231e23d5af811b8fdca7a"
"5W10uJRsbt9bROJDKoI1Wn","Moses Sumney","382233","art pop","52","https://i.scdn.co/image/ab6761610000e5ebfd650ed577201c1fe030e293"
"4LEiUm1SRbFMgfqnQTwUbQ","Bon Iver","3807892","indie folk","76","https://i.scdn.co/image/ab6761610000e5eb1a0c1f04c95539fd55ef0ebb"
"2p4aN0Uxkk3iT3HK0cJ2cJ","Tokischa","1428930","dembow, neoperreo","71","https://i.scdn.co/image/ab6761610000e5ebef5f39dfc3f133ab974dbf3b"
"2qoQgPAilErOKCwE2Y8wOG","GloRilla","1887324","","80","https://i.scdn.co/image/ab6761610000e5ebc33cf3ad025517202d8efbc0"
"0gg11prPP6OqtUvBcKnPpq","Rylo Rodriguez","627226","","64","https://i.scdn.co/image/ab6761610000e5eb856c18adbbf4f92ff6b6ac7f"
"45TgXXqMDdF8BkjA83OM7z","Rod Wave","8709404","","79","https://i.scdn.co/image/ab6761610000e5eb8674f92cf33931fa4cd298c2"
"0Njy6yR9LykNKYg9yE23QN","Nardo Wick","1463067","","67","https://i.scdn.co/image/ab6761610000e5eb5f9a514b78fb68c14233e867"
"7sP4SQ0WY6jfps1I19Ot7i","Fridayy","333898","","68","https://i.scdn.co/image/ab6761610000e5eb719091b5ac1dd89efe0512cd"
"3KV3p5EY4AvKxOlhGHORLg","Jeremih","6936050","","74","https://i.scdn.co/image/ab6761610000e5eb8ddeab89a67542470e2631c8"
"5F1aAS1duwlzExnPs3l2Xe","Pooh Shiesty","1900064","memphis rap","68","https://i.scdn.co/image/ab6761610000e5eb1dfee43816a04d0a3f89bb15"
"4SjND9kT6Ja5TSPZTyUUab","Starlito","361451","memphis rap, southern hip hop","47","https://i.scdn.co/image/ab6761610000e5ebc8b05d4d073e38182914519f"
"1ZLO8d7zll1WeQJUHaxQer","HoodRich Pablo Juan","531090","","47","https://i.scdn.co/image/319cb621a68f024cd741890033a92ae114327dd0"
"2qc41rNTtdLK0tV3mJn2Pm","Ryan Adams","575646","alt country, americana, singer-songwriter","55","https://i.scdn.co/image/ab6761610000e5eb46dbea8d8ce2f2a21d9f0702"
"4rAYaOpWKc5X2EGaHuRrNZ","Telvis Lawler Jr","60","","17",""
"1RTZXV2Txeij9hW1C88mfs","Marlon","95909","","50","https://i.scdn.co/image/ab6761610000e5ebf60edf5226075c5b62a73056"
"4mD8eoj5i6ojdlvK48mjSf","Big36oz","44","","9",""
"21WS9wngs9AqFckK7yYJPM","PnB Rock","4221362","melodic rap","68","https://i.scdn.co/image/ab6761610000e5eb4962230cc9649e2083ac1665"
"65rDIPdQD7ijLSOq32cMXo","TK Kravitz","256623","","51","https://i.scdn.co/image/ab6761610000e5eb62faeaf24c28b568f764a588"
"24TysayU0G7Wp3v85zpOmL","Kollision","7142","","22","https://i.scdn.co/image/ab6761610000e5eb8fb42b9e7bbbbf4022aa8741"
"1S5WLkcajugOGAx0DfVyIf","ACM Awards New Artist Nominees","737","","21","https://i.scdn.co/image/ab6761610000e5eb2a9fe9f5cd26cce51a8f3f94"
"0UOSMykvE0zeJxKDPXXrcf","Bite Da Don","299","","18","https://i.scdn.co/image/ab67616d0000b2739588f9b9cbee1b15f65c47a8"
"17hT3bNUL8O8WWMjRRyHC7","4PF DT","238","","22",""
"1w07dUFaBiVHykezUSDdA9","Skull-E","566","underground hip hop","19","https://i.scdn.co/image/ab6761610000e5eb67b6cd591ab8c9e00f0cb945"
"6CxZzQFUTM6AzgluGwtq5w","Charlie Wilson","1153892","sexy drill","63","https://i.scdn.co/image/ab6761610000e5ebb1c55850b10bbbfa9f227236"
"2R0CFyeMDiRbfkhkIMbyl1","Cash Cobain","150160","sexy drill, jersey club","62","https://i.scdn.co/image/ab6761610000e5ebbef53847cd19de0349c49acd"
"1U1el3k54VvEUzo3ybLPlM","Kali Uchis","8560791","","85","https://i.scdn.co/image/ab6761610000e5eb51dfdac248da65a860963b68"
"6lEhBhAv6HOopjXssi09cq","TisaKorean","113696","","49","https://i.scdn.co/image/ab6761610000e5eb59602b32758ec09d3343866a"
"5SXuuuRpukkTvsLuUknva1","Baby Keem","2833319","","77","https://i.scdn.co/image/ab6761610000e5ebd6f2323c1971fd5a70cd0255"
"2SJhf6rTOU53g8yBdAjPby","SoFaygo","829674","rage rap","59","https://i.scdn.co/image/ab6761610000e5ebb71f4d560676d261488ac383"
"0Ld26D4Ya5Od7ZZpLanfQJ","DJ Candlestick","10855","","46","https://i.scdn.co/image/ab6761610000e5eb06ed9c3a24904467a25722ff"
"2LQF8AgyQUgLfquM92Rx8N","OG Ron C","51886","memphis rap","51","https://i.scdn.co/image/ab6761610000e5ebc9528f0558dc175681013984"
"0f2YkMXwFNJNSX7MymevKE","Kaash Paige","718634","","66","https://i.scdn.co/image/ab6761610000e5ebd1ac2ed836761bedc70762ed"
"4gIRkExQ9L5kAPKiqYJk4R","Dice Soho","29240","","31","https://i.scdn.co/image/ab6761610000e5eb8e33967a30d609cf9b920c86"
"508weSx4HBumrGggFmc7br","Hunxho","468641","","65","https://i.scdn.co/image/ab6761610000e5ebd5d737eb2e35a4481f0719d2"
"4Q7FV4mw6Q3va79JwftGRv","BabyDrill","80103","","52","https://i.scdn.co/image/ab6761610000e5eb2d0c10cf6595c3989b2ec998"
"0YinUQ50QDB7ZxSCLyQ40k","Mustard","1568715","","72","https://i.scdn.co/image/ab6761610000e5eb54406b7007a449aeaac06c44"
"6cK3NBO6uP7hh0oyuVELFl","Saweetie","2479146","","68","https://i.scdn.co/image/ab6761610000e5eb7c350e80bfc4993f977934d1"
